Displacement,Force
(mm),(kN)
"1.9333","114.5387"
"1.9347","114.5790"
"1.9362","114.6239"
"1.9381","114.6911"
"1.9400","114.7666"
"1.9418","114.8300"
"1.9433","114.8720"
"1.9448","114.9110"
"1.9464","114.9681"
"1.9483","115.0372"
"1.9501","115.1014"
"1.9516","115.1450"
"1.9530","115.1791"
"1.9546","115.2282"
"1.9564","115.2966"
"1.9582","115.3659"
"1.9599","115.4216"
"1.9614","115.4608"
"1.9629","115.5071"
"1.9647","115.5755"
"1.9666","115.6509"
"1.9685","115.7153"
"1.9700","115.7576"
"1.9714","115.7969"
"1.9731","115.8555"
"1.9750","115.9256"
"1.9768","115.9896"
"1.9783","116.0332"
"1.9797","116.0673"
"1.9812","116.1177"
"1.9831","116.1871"
"1.9849","116.2574"
"1.9866","116.3144"
"1.9881","116.3553"
"1.9896","116.4021"
"1.9915","116.4708"
"1.9934","116.5450"
"1.9951","116.6058"
"1.9966","116.6467"
"1.9981","116.6874"
"1.9998","116.7474"
"2.0017","116.8172"
"2.0034","116.8790"
"2.0049","116.9201"
"2.0063","116.9549"
"2.0079","117.0076"
"2.0098","117.0783"
"2.0116","117.1483"
"2.0133","117.2024"
"2.0147","117.2409"
"2.0163","117.2886"
"2.0181","117.3573"
"2.0200","117.4295"
"2.0217","117.4907"
"2.0232","117.5328"
"2.0247","117.5744"
"2.0265","117.6365"
"2.0283","117.7071"
"2.0301","117.7692"
"2.0316","117.8115"
"2.0330","117.8480"
"2.0346","117.9030"
"2.0365","117.9755"
"2.0383","118.0457"
"2.0400","118.0983"
"2.0414","118.1380"
"2.0430","118.1878"
"2.0448","118.2574"
"2.0467","118.3316"
"2.0484","118.3912"
"2.0499","118.4308"
"2.0514","118.4744"
"2.0531","118.5372"
"2.0550","118.6064"
"2.0567","118.6694"
"2.0582","118.7125"
"2.0596","118.7495"
"2.0613","118.8053"
"2.0631","118.8761"
"2.0650","118.9438"
"2.0666","118.9952"
"2.0680","119.0341"
"2.0696","119.0842"
"2.0714","119.1557"
"2.0733","119.2289"
"2.0751","119.2869"
"2.0765","119.3281"
"2.0780","119.3732"
"2.0798","119.4380"
"2.0817","119.5101"
"2.0834","119.5706"
"2.0849","119.6097"
"2.0863","119.6476"
"2.0880","119.7046"
"2.0898","119.7742"
"2.0917","119.8407"
"2.0932","119.8895"
"2.0947","119.9274"
"2.0963","119.9806"
"2.0982","120.0526"
"2.1001","120.1236"
"2.1018","120.1798"
"2.1032","120.2186"
"2.1047","120.2633"
"2.1065","120.3298"
"2.1084","120.4000"
"2.1101","120.4575"
"2.1115","120.4963"
"2.1129","120.5331"
"2.1146","120.5895"
"2.1165","120.6601"
"2.1183","120.7259"
"2.1198","120.7735"
"2.1213","120.8131"
"2.1229","120.8652"
"2.1248","120.9360"
"2.1267","121.0089"
"2.1284","121.0656"
"2.1298","121.1049"
"2.1314","121.1517"
"2.1332","121.2177"
"2.1351","121.2864"
"2.1368","121.3431"
"2.1382","121.3795"
"2.1396","121.4157"
"2.1413","121.4741"
"2.1431","121.5450"
"2.1450","121.6106"
"2.1465","121.6600"
"2.1480","121.6985"
"2.1496","121.7522"
"2.1515","121.8261"
"2.1534","121.8981"
"2.1551","121.9521"
"2.1566","121.9917"
"2.1581","122.0384"
"2.1599","122.1034"
"2.1617","122.1718"
"2.1634","122.2270"
"2.1648","122.2628"
"2.1662","122.3018"
"2.1679","122.3615"
"2.1698","122.4319"
"2.1716","122.4973"
"2.1732","122.5436"
"2.1746","122.5822"
"2.1763","122.6386"
"2.1782","122.7120"
"2.1801","122.7832"
"2.1817","122.8370"
"2.1832","122.8741"
"2.1847","122.9208"
"2.1866","122.9882"
"2.1884","123.0557"
"2.1901","123.1091"
"2.1915","123.1452"
"2.1929","123.1843"
"2.1946","123.2444"
"2.1965","123.3148"
"2.1983","123.3790"
"2.1998","123.4249"
"2.2013","123.4658"
"2.2030","123.5221"
"2.2049","123.5951"
"2.2068","123.6658"
"2.2084","123.7150"
"2.2098","123.7508"
"2.2114","123.7999"
"2.2132","123.8659"
"2.2151","123.9322"
"2.2167","123.9854"
"2.2181","124.0203"
"2.2196","124.0593"
"2.2213","124.1214"
"2.2232","124.1915"
"2.2249","124.2539"
"2.2265","124.2996"
"2.2279","124.3389"
"2.2296","124.3964"
"2.2316","124.4698"
"2.2334","124.5366"
"2.2350","124.5842"
"2.2365","124.6231"
"2.2381","124.6728"
"2.2399","124.7391"
"2.2418","124.8065"
"2.2434","124.8562"
"2.2448","124.8894"
"2.2462","124.9325"
"2.2480","124.9959"
"2.2499","125.0659"
"2.2517","125.1282"
"2.2532","125.1694"
"2.2546","125.2086"
"2.2564","125.2691"
"2.2583","125.3407"
"2.2601","125.4058"
"2.2617","125.4538"
"2.2631","125.4903"
"2.2647","125.5403"
"2.2666","125.6087"
"2.2684","125.6734"
"2.2700","125.7220"
"2.2714","125.7575"
"2.2729","125.8002"
"2.2747","125.8634"
"2.2766","125.9345"
"2.2783","125.9937"
"2.2798","126.0335"
"2.2812","126.0727"
"2.2830","126.1310"
"2.2849","126.2028"
"2.2867","126.2715"
"2.2883","126.3184"
"2.2898","126.3553"
"2.2914","126.4076"
"2.2933","126.4739"
"2.2951","126.5385"
"2.2967","126.5885"
"2.2981","126.6225"
"2.2996","126.6651"
"2.3014","126.7307"
"2.3032","126.7984"
"2.3050","126.8569"
"2.3065","126.8982"
"2.3079","126.9381"
"2.3097","126.9986"
"2.3116","127.0723"
"2.3135","127.1372"
"2.3150","127.1827"
"2.3165","127.2206"
"2.3181","127.2729"
"2.3199","127.3408"
"2.3218","127.4063"
"2.3233","127.4525"
"2.3247","127.4863"
"2.3263","127.5309"
"2.3280","127.5945"
"2.3299","127.6624"
"2.3316","127.7196"
"2.3331","127.7582"
"2.3345","127.7999"
"2.3363","127.8635"
"2.3383","127.9347"
"2.3401","127.9989"
"2.3416","128.0441"
"2.3431","128.0821"
"2.3447","128.1373"
"2.3466","128.2077"
"2.3485","128.2708"
"2.3500","128.3162"
"2.3514","128.3484"
"2.3529","128.3918"
"2.3547","128.4562"
"2.3566","128.5244"
"2.3583","128.5805"
"2.3598","128.6197"
"2.3613","128.6617"
"2.3631","128.7242"
"2.3650","128.7958"
"2.3668","128.8589"
"2.3683","128.9010"
"2.3698","128.9392"
"2.3715","128.9950"
"2.3733","129.0629"
"2.3751","129.1246"
"2.3766","129.1675"
"2.3780","129.1990"
"2.3795","129.2443"
"2.3814","129.3103"
"2.3832","129.3775"
"2.3849","129.4322"
"2.3864","129.4705"
"2.3879","129.5124"
"2.3897","129.5761"
"2.3916","129.6485"
"2.3934","129.7115"
"2.3949","129.7540"
"2.3964","129.7932"
"2.3981","129.8501"
"2.4000","129.9169"
"2.4018","129.9769"
"2.4033","130.0185"
"2.4047","130.0519"
"2.4062","130.1006"
"2.4081","130.1670"
"2.4099","130.2334"
"2.4116","130.2867"
"2.4130","130.3234"
"2.4146","130.3674"
"2.4164","130.4351"
"2.4184","130.5078"
"2.4201","130.5671"
"2.4216","130.6066"
"2.4231","130.6441"
"2.4248","130.7011"
"2.4267","130.7685"
"2.4284","130.8280"
"2.4299","130.8693"
"2.4313","130.9022"
"2.4329","130.9495"
"2.4347","131.0163"
"2.4366","131.0826"
"2.4382","131.1343"
"2.4397","131.1719"
"2.4412","131.2172"
"2.4431","131.2841"
"2.4450","131.3562"
"2.4468","131.4154"
"2.4483","131.4533"
"2.4497","131.4920"
"2.4515","131.5497"
"2.4533","131.6162"
"2.4551","131.6763"
"2.4566","131.7161"
"2.4580","131.7476"
"2.4596","131.7964"
"2.4614","131.8628"
"2.4632","131.9285"
"2.4649","131.9816"
"2.4664","132.0191"
"2.4679","132.0645"
"2.4698","132.1323"
"2.4717","132.2027"
"2.4735","132.2587"
"2.4749","132.2967"
"2.4764","132.3362"
"2.4782","132.3944"
"2.4800","132.4610"
"2.4817","132.5183"
"2.4832","132.5559"
"2.4846","132.5890"
"2.4862","132.6400"
"2.4881","132.7081"
"2.4899","132.7741"
"2.4916","132.8242"
"2.4930","132.8602"
"2.4946","132.9065"
"2.4964","132.9732"
"2.4983","133.0423"
"2.5001","133.0986"
"2.5015","133.1364"
"2.5030","133.1769"
"2.5048","133.2366"
"2.5067","133.3032"
"2.5084","133.3600"
"2.5099","133.3970"
"2.5113","133.4302"
"2.5129","133.4828"
"2.5148","133.5509"
"2.5167","133.6160"
"2.5183","133.6629"
"2.5197","133.6973"
"2.5213","133.7449"
"2.5231","133.8119"
"2.5251","133.8812"
"2.5268","133.9344"
"2.5282","133.9692"
"2.5297","134.0088"
"2.5315","134.0691"
"2.5334","134.1336"
"2.5351","134.1886"
"2.5366","134.2250"
"2.5380","134.2578"
"2.5396","134.3093"
"2.5415","134.3751"
"2.5433","134.4361"
"2.5449","134.4803"
"2.5463","134.5152"
"2.5479","134.5623"
"2.5498","134.6290"
"2.5517","134.6980"
"2.5534","134.7509"
"2.5549","134.7868"
"2.5564","134.8287"
"2.5582","134.8893"
"2.5600","134.9552"
"2.5618","135.0100"
"2.5632","135.0433"
"2.5646","135.0766"
"2.5663","135.1319"
"2.5682","135.1972"
"2.5700","135.2575"
"2.5715","135.3022"
"2.5730","135.3364"
"2.5746","135.3854"
"2.5765","135.4542"
"2.5784","135.5200"
"2.5801","135.5693"
"2.5815","135.6035"
"2.5831","135.6446"
"2.5849","135.7073"
"2.5868","135.7734"
"2.5884","135.8229"
"2.5899","135.8545"
"2.5913","135.8875"
"2.5929","135.9393"
"2.5948","136.0051"
"2.5966","136.0660"
"2.5982","136.1075"
"2.5996","136.1411"
"2.6012","136.1908"
"2.6031","136.2571"
"2.6050","136.3236"
"2.6067","136.3741"
"2.6082","136.4077"
"2.6097","136.4512"
"2.6116","136.5146"
"2.6134","136.5783"
"2.6151","136.6285"
"2.6165","136.6596"
"2.6179","136.6918"
"2.6196","136.7474"
"2.6215","136.8126"
"2.6233","136.8704"
"2.6249","136.9126"
"2.6263","136.9466"
"2.6280","136.9959"
"2.6299","137.0647"
"2.6318","137.1310"
"2.6334","137.1785"
"2.6349","137.2120"
"2.6365","137.2534"
"2.6383","137.3127"
"2.6401","137.3737"
"2.6417","137.4200"
"2.6431","137.4486"
"2.6446","137.4827"
"2.6463","137.5372"
"2.6482","137.5996"
"2.6499","137.6552"
"2.6515","137.6915"
"2.6529","137.7226"
"2.6546","137.7728"
"2.6565","137.8390"
"2.6584","137.9008"
"2.6601","137.9444"
"2.6615","137.9737"
"2.6631","138.0130"
"2.6649","138.0702"
"2.6667","138.1270"
"2.6684","138.1690"
"2.6698","138.1938"
"2.6713","138.2228"
"2.6730","138.2728"
"2.6749","138.3309"
"2.6766","138.3805"
"2.6781","138.4127"
"2.6796","138.4402"
"2.6813","138.4855"
"2.6833","138.5449"
"2.6851","138.5984"
"2.6867","138.6302"
"2.6881","138.6506"
"2.6897","138.6841"
"2.6916","138.7346"
"2.6934","138.7832"
"2.6951","138.8156"
"2.6964","138.8312"
"2.6979","138.8527"
"2.6997","138.8955"
"2.7015","138.9456"
"2.7033","138.9876"
"2.7048","139.0112"
"2.7063","139.0324"
"2.7080","139.0719"
"2.7099","139.1241"
"2.7118","139.1696"
"2.7133","139.1965"
"2.7148","139.2141"
"2.7164","139.2457"
"2.7183","139.2932"
"2.7201","139.3376"
"2.7217","139.3647"
"2.7231","139.3764"
"2.7246","139.3977"
"2.7264","139.4408"
"2.7282","139.4877"
"2.7300","139.5239"
"2.7315","139.5415"
"2.7330","139.5579"
"2.7347","139.5949"
"2.7366","139.6433"
"2.7384","139.6821"
"2.7400","139.7013"
"2.7414","139.7128"
"2.7431","139.7378"
"2.7449","139.7785"
"2.7468","139.8145"
"2.7483","139.8307"
"2.7497","139.8340"
"2.7512","139.8466"
"2.7530","139.8786"
"2.7549","139.9145"
"2.7566","139.9359"
"2.7581","139.9342"
"2.7596","139.9316"
"2.7613","139.9470"
"2.7632","139.9699"
"2.7651","139.9833"
"2.7667","139.9747"
"2.7681","139.9565"
"2.7698","139.9568"
"2.7716","139.9738"
"2.7734","139.9874"
"2.7750","139.9863"
"2.7764","139.9728"
"2.7779","139.9700"
"2.7797","139.9907"
"2.7816","140.0155"
"2.7833","140.0295"
"2.7848","140.0294"
"2.7863","140.0306"
"2.7880","140.0537"
"2.7900","140.0910"
"2.7918","140.1186"
"2.7933","140.1242"
"2.7948","140.1248"
"2.7965","140.1434"
"2.7983","140.1757"
"2.8001","140.2055"
"2.8017","140.2150"
"2.8031","140.2117"
"2.8046","140.2230"
"2.8064","140.2532"
"2.8082","140.2842"
"2.8099","140.3055"
"2.8114","140.3070"
"2.8129","140.3110"
"2.8147","140.3387"
"2.8166","140.3735"
"2.8184","140.3959"
"2.8200","140.3979"
"2.8214","140.3924"
"2.8231","140.4044"
"2.8250","140.4306"
"2.8268","140.4466"
"2.8283","140.4409"
"2.8297","140.4227"
"2.8313","140.4143"
"2.8331","140.4253"
"2.8349","140.4374"
"2.8366","140.4314"
"2.8381","140.4044"
"2.8396","140.3791"
"2.8414","140.3703"
"2.8433","140.3633"
"2.8451","140.3405"
"2.8466","140.2861"
"2.8481","140.2184"
"2.8498","140.1619"
"2.8517","140.1083"
"2.8535","140.0454"
"2.8550","139.9637"
"2.8564","139.8741"
"2.8579","139.8066"
"2.8597","139.7684"
"2.8616","139.7353"
"2.8632","139.6954"
"2.8647","139.6466"
"2.8662","139.6085"
"2.8680","139.5995"
"2.8700","139.6045"
"2.8717","139.6006"
"2.8733","139.5795"
"2.8748","139.5609"
"2.8765","139.5632"
"2.8784","139.5785"
"2.8801","139.5887"
"2.8816","139.5799"
"2.8830","139.5668"
"2.8846","139.5732"
"2.8864","139.5995"
"2.8883","139.6273"
"2.8899","139.6423"
"2.8914","139.6408"
"2.8929","139.6492"
"2.8948","139.6817"
"2.8967","139.7181"
"2.8985","139.7423"
"2.9000","139.7467"
"2.9014","139.7483"
"2.9032","139.7701"
"2.9050","139.8021"
"2.9068","139.8247"
"2.9083","139.8289"
"2.9096","139.8253"
"2.9112","139.8364"
"2.9131","139.8674"
"2.9149","139.8971"
"2.9165","139.9106"
"2.9180","139.9118"
"2.9196","139.9224"
"2.9214","139.9536"
"2.9233","139.9899"
"2.9251","140.0126"
"2.9266","140.0126"
"2.9281","140.0150"
"2.9298","140.0382"
"2.9317","140.0680"
"2.9334","140.0896"
"2.9349","140.0891"
"2.9363","140.0804"
"2.9379","140.0916"
"2.9398","140.1206"
"2.9416","140.1467"
"2.9432","140.1597"
"2.9447","140.1584"
"2.9463","140.1645"
"2.9482","140.1925"
"2.9501","140.2226"
"2.9518","140.2367"
"2.9533","140.2323"
"2.9548","140.2297"
"2.9565","140.2459"
"2.9584","140.2706"
"2.9601","140.2831"
"2.9616","140.2737"
"2.9630","140.2614"
"2.9646","140.2675"
"2.9665","140.2893"
"2.9683","140.3085"
"2.9699","140.3098"
"2.9713","140.2968"
"2.9729","140.2958"
"2.9748","140.3155"
"2.9767","140.3360"
"2.9784","140.3435"
"2.9799","140.3325"
"2.9814","140.3239"
"2.9832","140.3365"
"2.9851","140.3543"
"2.9868","140.3592"
"2.9882","140.3448"
"2.9896","140.3276"
"2.9913","140.3292"
"2.9932","140.3471"
"2.9950","140.3603"
"2.9966","140.3540"
"2.9980","140.3356"
"2.9996","140.3303"
"3.0015","140.3452"
"3.0034","140.3604"
"3.0051","140.3573"
"3.0065","140.3339"
"3.0081","140.3134"
"3.0099","140.3093"
"3.0117","140.3042"
"3.0134","140.2817"
"3.0149","140.2306"
"3.0163","140.1676"
"3.0180","140.1185"
"3.0198","140.0811"
"3.0216","140.0366"
"3.0232","139.9769"
"3.0246","139.9120"
"3.0262","139.8668"
"3.0281","139.8481"
"3.0300","139.8346"
"3.0317","139.8065"
"3.0332","139.7653"
"3.0347","139.7383"
"3.0365","139.7389"
"3.0384","139.7489"
"3.0401","139.7494"
"3.0415","139.7334"
"3.0430","139.7215"
"3.0447","139.7357"
"3.0465","139.7640"
"3.0483","139.7871"
"3.0499","139.7944"
"3.0513","139.7942"
"3.0530","139.8122"
"3.0549","139.8528"
"3.0568","139.8908"
"3.0584","139.9112"
"3.0599","139.9178"
"3.0614","139.9333"
"3.0632","139.9715"
"3.0651","140.0133"
"3.0668","140.0392"
"3.0682","140.0459"
"3.0696","140.0544"
"3.0713","140.0829"
"3.0732","140.1242"
"3.0749","140.1602"
"3.0765","140.1771"
"3.0779","140.1862"
"3.0796","140.2121"
"3.0815","140.2545"
"3.0834","140.2961"
"3.0850","140.3212"
"3.0865","140.3290"
"3.0881","140.3465"
"3.0899","140.3846"
"3.0918","140.4221"
"3.0934","140.4449"
"3.0948","140.4486"
"3.0963","140.4533"
"3.0980","140.4805"
"3.0998","140.5197"
"3.1016","140.5506"
"3.1032","140.5638"
"3.1046","140.5698"
"3.1063","140.5914"
"3.1082","140.6323"
"3.1101","140.6701"
"3.1117","140.6866"
"3.1132","140.6888"
"3.1148","140.7012"
"3.1166","140.7297"
"3.1184","140.7597"
"3.1201","140.7759"
"3.1215","140.7729"
"3.1229","140.7754"
"3.1246","140.8000"
"3.1265","140.8318"
"3.1283","140.8565"
"3.1298","140.8617"
"3.1312","140.8597"
"3.1329","140.8790"
"3.1349","140.9153"
"3.1368","140.9448"
"3.1384","140.9567"
"3.1398","140.9543"
"3.1414","140.9608"
"3.1432","140.9873"
"3.1451","141.0128"
"3.1467","141.0218"
"3.1481","141.0160"
"3.1496","141.0148"
"3.1513","141.0347"
"3.1532","141.0637"
"3.1550","141.0829"
"3.1565","141.0831"
"3.1580","141.0816"
"3.1597","141.0980"
"3.1616","141.1280"
"3.1635","141.1528"
"3.1651","141.1549"
"3.1665","141.1451"
"3.1681","141.1518"
"3.1699","141.1755"
"3.1718","141.1964"
"3.1734","141.2019"
"3.1748","141.1899"
"3.1762","141.1853"
"3.1780","141.2050"
"3.1799","141.2317"
"3.1816","141.2491"
"3.1831","141.2501"
"3.1846","141.2472"
"3.1863","141.2634"
"3.1883","141.2941"
"3.1901","141.3161"
"3.1917","141.3191"
"3.1931","141.3135"
"3.1948","141.3216"
"3.1966","141.3457"
"3.1985","141.3670"
"3.2000","141.3675"
"3.2014","141.3529"
"3.2029","141.3501"
"3.2047","141.3698"
"3.2066","141.3947"
"3.2083","141.4090"
"3.2098","141.4032"
"3.2113","141.3965"
"3.2131","141.4113"
"3.2150","141.4364"
"3.2168","141.4531"
"3.2184","141.4497"
"3.2198","141.4373"
"3.2214","141.4412"
"3.2233","141.4607"
"3.2251","141.4744"
"3.2267","141.4708"
"3.2280","141.4540"
"3.2296","141.4483"
"3.2314","141.4669"
"3.2332","141.4892"
"3.2350","141.4984"
"3.2364","141.4895"
"3.2379","141.4812"
"3.2397","141.4946"
"3.2416","141.5204"
"3.2434","141.5380"
"3.2450","141.5342"
"3.2464","141.5238"
"3.2481","141.5304"
"3.2500","141.5512"
"3.2518","141.5692"
"3.2534","141.5703"
"3.2547","141.5567"
"3.2563","141.5551"
"3.2581","141.5749"
"3.2599","141.5955"
"3.2616","141.6035"
"3.2631","141.5936"
"3.2646","141.5852"
"3.2664","141.5999"
"3.2683","141.6253"
"3.2701","141.6394"
"3.2717","141.6312"
"3.2731","141.6175"
"3.2748","141.6208"
"3.2766","141.6399"
"3.2785","141.6550"
"3.2800","141.6494"
"3.2814","141.6308"
"3.2829","141.6260"
"3.2847","141.6424"
"3.2866","141.6596"
"3.2883","141.6640"
"3.2897","141.6497"
"3.2912","141.6375"
"3.2930","141.6503"
"3.2950","141.6727"
"3.2967","141.6831"
"3.2983","141.6731"
"3.2997","141.6594"
"3.3014","141.6635"
"3.3033","141.6828"
"3.3051","141.6953"
"3.3067","141.6860"
"3.3081","141.6662"
"3.3096","141.6604"
"3.3114","141.6731"
"3.3133","141.6875"
"3.3150","141.6881"
"3.3164","141.6701"
"3.3180","141.6591"
"3.3198","141.6706"
"3.3217","141.6883"
"3.3235","141.6974"
"3.3250","141.6858"
"3.3264","141.6705"
"3.3282","141.6766"
"3.3300","141.6927"
"3.3318","141.7000"
"3.3333","141.6876"
"3.3347","141.6638"
"3.3362","141.6546"
"3.3381","141.6668"
"3.3399","141.6773"
"3.3416","141.6734"
"3.3430","141.6557"
"3.3446","141.6437"
"3.3464","141.6561"
"3.3483","141.6788"
"3.3501","141.6887"
"3.3516","141.6790"
"3.3531","141.6701"
"3.3548","141.6788"
"3.3567","141.6975"
"3.3584","141.7100"
"3.3599","141.7009"
"3.3613","141.6840"
"3.3629","141.6849"
"3.3648","141.7013"
"3.3666","141.7157"
"3.3683","141.7157"
"3.3697","141.6978"
"3.3712","141.6910"
"3.3731","141.7101"
"3.3751","141.7327"
"3.3768","141.7414"
"3.3783","141.7310"
"3.3798","141.7178"
"3.3815","141.7255"
"3.3834","141.7437"
"3.3851","141.7504"
"3.3866","141.7384"
"3.3880","141.7211"
"3.3896","141.7194"
"3.3914","141.7381"
"3.3932","141.7565"
"3.3949","141.7575"
"3.3963","141.7454"
"3.3979","141.7441"
"3.3998","141.7645"
"3.4017","141.7897"
"3.4034","141.8005"
"3.4049","141.7885"
"3.4064","141.7786"
"3.4081","141.7910"
"3.4100","141.8100"
"3.4118","141.8196"
"3.4133","141.8094"
"3.4147","141.7920"
"3.4163","141.7917"
"3.4181","141.8075"
"3.4199","141.8192"
"3.4216","141.8167"
"3.4231","141.8005"
"3.4246","141.7932"
"3.4265","141.8095"
"3.4284","141.8282"
"3.4301","141.8298"
"3.4316","141.8135"
"3.4331","141.8006"
"3.4349","141.8077"
"3.4367","141.8238"
"3.4385","141.8293"
"3.4399","141.8130"
"3.4413","141.7940"
"3.4429","141.7959"
"3.4448","141.8138"
"3.4466","141.8300"
"3.4482","141.8294"
"3.4497","141.8150"
"3.4513","141.8130"
"3.4531","141.8329"
"3.4550","141.8534"
"3.4567","141.8609"
"3.4582","141.8490"
"3.4597","141.8393"
"3.4615","141.8523"
"3.4634","141.8687"
"3.4651","141.8710"
"3.4665","141.8538"
"3.4680","141.8341"
"3.4696","141.8348"
"3.4715","141.8541"
"3.4733","141.8688"
"3.4749","141.8648"
"3.4764","141.8502"
"3.4780","141.8495"
"3.4798","141.8693"
"3.4817","141.8912"
"3.4834","141.8956"
"3.4849","141.8802"
"3.4864","141.8703"
"3.4882","141.8800"
"3.4901","141.8928"
"3.4918","141.8968"
"3.4932","141.8804"
"3.4946","141.8621"
"3.4963","141.8670"
"3.4982","141.8849"
"3.5000","141.8948"
"3.5015","141.8880"
"3.5030","141.8715"
"3.5046","141.8707"
"3.5065","141.8916"
"3.5084","141.9117"
"3.5100","141.9145"
"3.5115","141.9000"
"3.5131","141.8926"
"3.5149","141.9065"
"3.5167","141.9252"
"3.5184","141.9298"
"3.5199","141.9148"
"3.5213","141.9006"
"3.5230","141.9077"
"3.5249","141.9252"
"3.5266","141.9354"
"3.5282","141.9262"
"3.5296","141.9091"
"3.5313","141.9097"
"3.5332","141.9303"
"3.5351","141.9477"
"3.5367","141.9455"
"3.5382","141.9272"
"3.5397","141.9193"
"3.5416","141.9343"
"3.5434","141.9515"
"3.5451","141.9552"
"3.5465","141.9401"
"3.5479","141.9265"
"3.5496","141.9363"
"3.5515","141.9591"
"3.5533","141.9739"
"3.5548","141.9700"
"3.5563","141.9585"
"3.5579","141.9628"
"3.5598","141.9857"
"3.5617","142.0077"
"3.5634","142.0122"
"3.5648","141.9995"
"3.5664","141.9974"
"3.5683","142.0145"
"3.5701","142.0313"
"3.5718","142.0338"
"3.5732","142.0175"
"3.5746","142.0039"
"3.5763","142.0129"
"3.5782","142.0318"
"3.5800","142.0422"
"3.5815","142.0340"
"3.5830","142.0179"
"3.5846","142.0195"
"3.5866","142.0427"
"3.5884","142.0640"
"3.5901","142.0646"
"3.5915","142.0507"
"3.5931","142.0488"
"3.5949","142.0627"
"3.5968","142.0766"
"3.5984","142.0742"
"3.5998","142.0528"
"3.6012","142.0383"
"3.6030","142.0476"
"3.6049","142.0626"
"3.6066","142.0699"
"3.6081","142.0595"
"3.6096","142.0440"
"3.6113","142.0498"
"3.6132","142.0741"
"3.6151","142.0907"
"3.6167","142.0877"
"3.6182","142.0710"
"3.6197","142.0637"
"3.6216","142.0765"
"3.6234","142.0886"
"3.6250","142.0828"
"3.6265","142.0613"
"3.6279","142.0457"
"3.6297","142.0502"
"3.6315","142.0645"
"3.6333","142.0694"
"3.6348","142.0535"
"3.6363","142.0370"
"3.6380","142.0423"
"3.6399","142.0618"
"3.6418","142.0765"
"3.6434","142.0693"
"3.6448","142.0498"
"3.6464","142.0479"
"3.6483","142.0645"
"3.6501","142.0768"
"3.6517","142.0734"
"3.6531","142.0521"
"3.6546","142.0367"
"3.6563","142.0476"
"3.6582","142.0665"
"3.6599","142.0745"
"3.6615","142.0635"
"3.6629","142.0468"
"3.6647","142.0478"
"3.6666","142.0644"
"3.6684","142.0738"
"3.6700","142.0636"
"3.6714","142.0471"
"3.6731","142.0451"
"3.6749","142.0575"
"3.6768","142.0665"
"3.6783","142.0541"
"3.6797","142.0249"
"3.6812","142.0086"
"3.6830","142.0164"
"3.6849","142.0290"
"3.6867","142.0327"
"3.6882","142.0163"
"3.6896","141.9987"
"3.6914","142.0048"
"3.6933","142.0221"
"3.6951","142.0303"
"3.6967","142.0205"
"3.6981","142.0025"
"3.6998","142.0006"
"3.7016","142.0168"
"3.7034","142.0277"
"3.7050","142.0213"
"3.7064","142.0033"
"3.7079","141.9969"
"3.7097","142.0132"
"3.7116","142.0341"
"3.7133","142.0402"
"3.7148","142.0254"
"3.7162","142.0131"
"3.7180","142.0223"
"3.7199","142.0434"
"3.7217","142.0592"
"3.7233","142.0532"
"3.7248","142.0398"
"3.7264","142.0459"
"3.7283","142.0659"
"3.7301","142.0796"
"3.7317","142.0762"
"3.7331","142.0562"
"3.7346","142.0483"
"3.7364","142.0647"
"3.7383","142.0819"
"3.7400","142.0859"
"3.7414","142.0723"
"3.7429","142.0575"
"3.7447","142.0637"
"3.7466","142.0813"
"3.7485","142.0887"
"3.7500","142.0764"
"3.7514","142.0596"
"3.7531","142.0606"
"3.7550","142.0781"
"3.7568","142.0924"
"3.7583","142.0845"
"3.7597","142.0640"
"3.7613","142.0585"
"3.7631","142.0728"
"3.7649","142.0879"
"3.7666","142.0916"
"3.7681","142.0770"
"3.7696","142.0677"
"3.7714","142.0838"
"3.7733","142.1066"
"3.7751","142.1202"
"3.7766","142.1150"
"3.7781","142.1025"
"3.7798","142.1096"
"3.7817","142.1323"
"3.7835","142.1452"
"3.7850","142.1342"
"3.7864","142.1111"
"3.7879","142.1012"
"3.7897","142.1121"
"3.7916","142.1253"
"3.7933","142.1247"
"3.7947","142.1096"
"3.7963","142.1025"
"3.7981","142.1178"
"3.8000","142.1418"
"3.8018","142.1571"
"3.8033","142.1508"
"3.8048","142.1421"
"3.8065","142.1533"
"3.8084","142.1729"
"3.8101","142.1835"
"3.8116","142.1758"
"3.8130","142.1582"
"3.8146","142.1565"
"3.8164","142.1750"
"3.8182","142.1914"
"3.8199","142.1939"
"3.8213","142.1825"
"3.8229","142.1766"
"3.8247","142.1952"
